Station Name_Cornwall,Station Code_Cornwall,Date_Cornwall,Time_Cornwall,DateTime,Water Level (meters) - Niveau d'eau (mètres)_Cornwall,"Discharge (cubic meters per second) - Débit (mètres cubes par seconde), Q",Station Name_LSD,Station Code_LSD,Date_LSD,Time_LSD,Water Level (meters) - Niveau d'eau (mètres)_LSD,hydraulic_head_cornwall,hydraulic_head_LSD,"hydraulic_head, h",overflow,Power (Watts),"hour, Hourly",seconds,Energy (Joules)
Cornwall,14870,2024-01-01,00:00,2024-01-01 00:00:00,0.41,261000.0,Long Sault Dam,14805,2024-01-01,00:00,0.38,72.88,46.78,26.099999999999994,1.0999999999999943,66693047597.999985,1,3600,240094971352799.94
Cornwall,14870,2024-01-01,01:00,2024-01-01 01:00:00,0.412,261000.0,Long Sault Dam,14805,2024-01-01,01:00,0.38,72.88,46.78,26.099999999999994,1.0999999999999943,66693047597.999985,2,7200,480189942705599.9
Cornwall,14870,2024-01-01,02:00,2024-01-01 02:00:00,0.411,261000.0,Long Sault Dam,14805,2024-01-01,02:00,0.37,72.87,46.769999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,3,10800,720284914058400.2
Cornwall,14870,2024-01-01,03:00,2024-01-01 03:00:00,0.414,261000.0,Long Sault Dam,14805,2024-01-01,03:00,0.37,72.87,46.769999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,4,14400,960379885411200.4
Cornwall,14870,2024-01-01,04:00,2024-01-01 04:00:00,0.416,261000.0,Long Sault Dam,14805,2024-01-01,04:00,0.37,72.87,46.769999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,5,18000,1200474856764000.5
Cornwall,14870,2024-01-01,05:00,2024-01-01 05:00:00,0.417,261000.0,Long Sault Dam,14805,2024-01-01,05:00,0.37,72.87,46.769999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,6,21600,1440569828116800.5
Cornwall,14870,2024-01-01,06:00,2024-01-01 06:00:00,0.419,261000.0,Long Sault Dam,14805,2024-01-01,06:00,0.37,72.87,46.769999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,7,25200,1680664799469600.5
Cornwall,14870,2024-01-01,07:00,2024-01-01 07:00:00,0.417,261000.0,Long Sault Dam,14805,2024-01-01,07:00,0.37,72.87,46.769999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,8,28800,1920759770822400.8
Cornwall,14870,2024-01-01,08:00,2024-01-01 08:00:00,0.427,261000.0,Long Sault Dam,14805,2024-01-01,08:00,0.36,72.86,46.76,26.1,1.1000000000000014,66693047598.0,9,32400,2160854742175200.0
Cornwall,14870,2024-01-01,09:00,2024-01-01 09:00:00,0.425,261000.0,Long Sault Dam,14805,2024-01-01,09:00,0.35,72.85,46.75,26.099999999999994,1.0999999999999943,66693047597.999985,10,36000,2400949713527999.5
Cornwall,14870,2024-01-01,10:00,2024-01-01 10:00:00,0.421,261000.0,Long Sault Dam,14805,2024-01-01,10:00,0.36,72.86,46.76,26.1,1.1000000000000014,66693047598.0,11,39600,2641044684880800.0
Cornwall,14870,2024-01-01,11:00,2024-01-01 11:00:00,0.418,261000.0,Long Sault Dam,14805,2024-01-01,11:00,0.35,72.85,46.75,26.099999999999994,1.0999999999999943,66693047597.999985,12,43200,2881139656233599.5
Cornwall,14870,2024-01-01,12:00,2024-01-01 12:00:00,0.414,261000.0,Long Sault Dam,14805,2024-01-01,12:00,0.36,72.86,46.76,26.1,1.1000000000000014,66693047598.0,13,46800,3121234627586400.0
Cornwall,14870,2024-01-01,13:00,2024-01-01 13:00:00,0.408,261000.0,Long Sault Dam,14805,2024-01-01,13:00,0.36,72.86,46.76,26.1,1.1000000000000014,66693047598.0,14,50400,3361329598939200.0
Cornwall,14870,2024-01-01,14:00,2024-01-01 14:00:00,0.404,261000.0,Long Sault Dam,14805,2024-01-01,14:00,0.36,72.86,46.76,26.1,1.1000000000000014,66693047598.0,15,54000,3601424570292000.0
Cornwall,14870,2024-01-01,15:00,2024-01-01 15:00:00,0.405,261000.0,Long Sault Dam,14805,2024-01-01,15:00,0.37,72.87,46.769999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,16,57600,3841519541644801.5
Cornwall,14870,2024-01-01,16:00,2024-01-01 16:00:00,0.403,261000.0,Long Sault Dam,14805,2024-01-01,16:00,0.36,72.86,46.76,26.1,1.1000000000000014,66693047598.0,17,61200,4081614512997600.0
Cornwall,14870,2024-01-01,17:00,2024-01-01 17:00:00,0.399,261000.0,Long Sault Dam,14805,2024-01-01,17:00,0.37,72.87,46.769999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,18,64800,4321709484350401.5
Cornwall,14870,2024-01-01,18:00,2024-01-01 18:00:00,0.398,261000.0,Long Sault Dam,14805,2024-01-01,18:00,0.38,72.88,46.78,26.099999999999994,1.0999999999999943,66693047597.999985,19,68400,4561804455703199.0
Cornwall,14870,2024-01-01,19:00,2024-01-01 19:00:00,0.393,261000.0,Long Sault Dam,14805,2024-01-01,19:00,0.38,72.88,46.78,26.099999999999994,1.0999999999999943,66693047597.999985,20,72000,4801899427055999.0
Cornwall,14870,2024-01-01,20:00,2024-01-01 20:00:00,0.389,261000.0,Long Sault Dam,14805,2024-01-01,20:00,0.38,72.88,46.78,26.099999999999994,1.0999999999999943,66693047597.999985,21,75600,5041994398408799.0
Cornwall,14870,2024-01-01,21:00,2024-01-01 21:00:00,0.385,261000.0,Long Sault Dam,14805,2024-01-01,21:00,0.38,72.88,46.78,26.099999999999994,1.0999999999999943,66693047597.999985,22,79200,5282089369761599.0
Cornwall,14870,2024-01-01,22:00,2024-01-01 22:00:00,0.387,261000.0,Long Sault Dam,14805,2024-01-01,22:00,0.39,72.89,46.79,26.1,1.1000000000000014,66693047598.0,23,82800,5522184341114400.0
Cornwall,14870,2024-01-01,23:00,2024-01-01 23:00:00,0.382,261000.0,Long Sault Dam,14805,2024-01-01,23:00,0.39,72.89,46.79,26.1,1.1000000000000014,66693047598.0,24,86400,5762279312467200.0
Cornwall,14870,2024-01-02,00:00,2024-01-02 00:00:00,0.38,261000.0,Long Sault Dam,14805,2024-01-02,00:00,0.41,72.91,46.809999999999995,26.1,1.1000000000000014,66693047598.0,25,90000,6002374283820000.0
Cornwall,14870,2024-01-02,01:00,2024-01-02 01:00:00,0.376,261000.0,Long Sault Dam,14805,2024-01-02,01:00,0.42,72.92,46.82,26.1,1.1000000000000014,66693047598.0,26,93600,6242469255172800.0
Cornwall,14870,2024-01-02,02:00,2024-01-02 02:00:00,0.38,261000.0,Long Sault Dam,14805,2024-01-02,02:00,0.43,72.93,46.83,26.10000000000001,1.1000000000000085,66693047598.00002,27,97200,6482564226525602.0
Cornwall,14870,2024-01-02,03:00,2024-01-02 03:00:00,0.374,261000.0,Long Sault Dam,14805,2024-01-02,03:00,0.44,72.94,46.839999999999996,26.1,1.1000000000000014,66693047598.0,28,100800,6722659197878400.0
Cornwall,14870,2024-01-02,04:00,2024-01-02 04:00:00,0.369,261000.0,Long Sault Dam,14805,2024-01-02,04:00,0.45,72.95,46.85,26.1,1.1000000000000014,66693047598.0,29,104400,6962754169231200.0
Cornwall,14870,2024-01-02,05:00,2024-01-02 05:00:00,0.37,261000.0,Long Sault Dam,14805,2024-01-02,05:00,0.45,72.95,46.85,26.1,1.1000000000000014,66693047598.0,30,108000,7202849140584000.0
Cornwall,14870,2024-01-02,06:00,2024-01-02 06:00:00,0.376,261000.0,Long Sault Dam,14805,2024-01-02,06:00,0.47,72.97,46.87,26.1,1.1000000000000014,66693047598.0,31,111600,7442944111936800.0
Cornwall,14870,2024-01-02,07:00,2024-01-02 07:00:00,0.38,261000.0,Long Sault Dam,14805,2024-01-02,07:00,0.47,72.97,46.87,26.1,1.1000000000000014,66693047598.0,32,115200,7683039083289600.0
Cornwall,14870,2024-01-02,08:00,2024-01-02 08:00:00,0.382,261000.0,Long Sault Dam,14805,2024-01-02,08:00,0.5,73.0,46.9,26.1,1.1000000000000014,66693047598.0,33,118800,7923134054642400.0
Cornwall,14870,2024-01-02,09:00,2024-01-02 09:00:00,0.375,261000.0,Long Sault Dam,14805,2024-01-02,09:00,0.52,73.02,46.92,26.099999999999994,1.0999999999999943,66693047597.999985,34,122400,8163229025995198.0
Cornwall,14870,2024-01-02,10:00,2024-01-02 10:00:00,0.363,261000.0,Long Sault Dam,14805,2024-01-02,10:00,0.52,73.02,46.92,26.099999999999994,1.0999999999999943,66693047597.999985,35,126000,8403323997347998.0
Cornwall,14870,2024-01-02,11:00,2024-01-02 11:00:00,0.363,261000.0,Long Sault Dam,14805,2024-01-02,11:00,0.54,73.04,46.94,26.10000000000001,1.1000000000000085,66693047598.00002,36,129600,8643418968700803.0
Cornwall,14870,2024-01-02,12:00,2024-01-02 12:00:00,0.375,261000.0,Long Sault Dam,14805,2024-01-02,12:00,0.54,73.04,46.94,26.10000000000001,1.1000000000000085,66693047598.00002,37,133200,8883513940053603.0
Cornwall,14870,2024-01-02,13:00,2024-01-02 13:00:00,0.372,261000.0,Long Sault Dam,14805,2024-01-02,13:00,0.56,73.06,46.96,26.1,1.1000000000000014,66693047598.0,38,136800,9123608911406400.0
Cornwall,14870,2024-01-02,14:00,2024-01-02 14:00:00,0.367,261000.0,Long Sault Dam,14805,2024-01-02,14:00,0.56,73.06,46.96,26.1,1.1000000000000014,66693047598.0,39,140400,9363703882759200.0
Cornwall,14870,2024-01-02,15:00,2024-01-02 15:00:00,0.362,261000.0,Long Sault Dam,14805,2024-01-02,15:00,0.57,73.07,46.97,26.099999999999994,1.0999999999999943,66693047597.999985,40,144000,9603798854111998.0
Cornwall,14870,2024-01-02,16:00,2024-01-02 16:00:00,0.362,261000.0,Long Sault Dam,14805,2024-01-02,16:00,0.59,73.09,46.99,26.1,1.1000000000000014,66693047598.0,41,147600,9843893825464800.0
Cornwall,14870,2024-01-02,17:00,2024-01-02 17:00:00,0.363,261000.0,Long Sault Dam,14805,2024-01-02,17:00,0.6,73.1,47.0,26.099999999999994,1.0999999999999943,66693047597.999985,42,151200,1.0083988796817598e+16
Cornwall,14870,2024-01-02,18:00,2024-01-02 18:00:00,0.356,261000.0,Long Sault Dam,14805,2024-01-02,18:00,0.62,73.12,47.019999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,43,154800,1.0324083768170404e+16
Cornwall,14870,2024-01-02,19:00,2024-01-02 19:00:00,0.35,261000.0,Long Sault Dam,14805,2024-01-02,19:00,0.62,73.12,47.019999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,44,158400,1.0564178739523204e+16
Cornwall,14870,2024-01-02,20:00,2024-01-02 20:00:00,0.356,261000.0,Long Sault Dam,14805,2024-01-02,20:00,0.62,73.12,47.019999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,45,162000,1.0804273710876004e+16
Cornwall,14870,2024-01-02,21:00,2024-01-02 21:00:00,0.371,261000.0,Long Sault Dam,14805,2024-01-02,21:00,0.62,73.12,47.019999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,46,165600,1.1044368682228804e+16
Cornwall,14870,2024-01-02,22:00,2024-01-02 22:00:00,0.377,261000.0,Long Sault Dam,14805,2024-01-02,22:00,0.63,73.13,47.03,26.099999999999994,1.0999999999999943,66693047597.999985,47,169200,1.1284463653581598e+16
Cornwall,14870,2024-01-02,23:00,2024-01-02 23:00:00,0.368,261000.0,Long Sault Dam,14805,2024-01-02,23:00,0.62,73.12,47.019999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,48,172800,1.1524558624934404e+16
Cornwall,14870,2024-01-03,00:00,2024-01-03 00:00:00,0.369,261000.0,Long Sault Dam,14805,2024-01-03,00:00,0.62,73.12,47.019999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,49,176400,1.1764653596287204e+16
Cornwall,14870,2024-01-03,01:00,2024-01-03 01:00:00,0.371,261000.0,Long Sault Dam,14805,2024-01-03,01:00,0.62,73.12,47.019999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,50,180000,1.2004748567640004e+16
Cornwall,14870,2024-01-03,02:00,2024-01-03 02:00:00,0.375,261000.0,Long Sault Dam,14805,2024-01-03,02:00,0.62,73.12,47.019999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,51,183600,1.2244843538992804e+16
Cornwall,14870,2024-01-03,03:00,2024-01-03 03:00:00,0.377,261000.0,Long Sault Dam,14805,2024-01-03,03:00,0.62,73.12,47.019999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,52,187200,1.2484938510345604e+16
Cornwall,14870,2024-01-03,04:00,2024-01-03 04:00:00,0.374,261000.0,Long Sault Dam,14805,2024-01-03,04:00,0.62,73.12,47.019999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,53,190800,1.2725033481698404e+16
Cornwall,14870,2024-01-03,05:00,2024-01-03 05:00:00,0.375,261000.0,Long Sault Dam,14805,2024-01-03,05:00,0.61,73.11,47.01,26.1,1.1000000000000014,66693047598.0,54,194400,1.29651284530512e+16
Cornwall,14870,2024-01-03,06:00,2024-01-03 06:00:00,0.391,261000.0,Long Sault Dam,14805,2024-01-03,06:00,0.6,73.1,47.0,26.099999999999994,1.0999999999999943,66693047597.999985,55,198000,1.3205223424403996e+16
Cornwall,14870,2024-01-03,07:00,2024-01-03 07:00:00,0.4,261000.0,Long Sault Dam,14805,2024-01-03,07:00,0.6,73.1,47.0,26.099999999999994,1.0999999999999943,66693047597.999985,56,201600,1.3445318395756796e+16
Cornwall,14870,2024-01-03,08:00,2024-01-03 08:00:00,0.404,261000.0,Long Sault Dam,14805,2024-01-03,08:00,0.6,73.1,47.0,26.099999999999994,1.0999999999999943,66693047597.999985,57,205200,1.3685413367109596e+16
Cornwall,14870,2024-01-03,09:00,2024-01-03 09:00:00,0.406,261000.0,Long Sault Dam,14805,2024-01-03,09:00,0.59,73.09,46.99,26.1,1.1000000000000014,66693047598.0,58,208800,1.39255083384624e+16
Cornwall,14870,2024-01-03,10:00,2024-01-03 10:00:00,0.404,261000.0,Long Sault Dam,14805,2024-01-03,10:00,0.59,73.09,46.99,26.1,1.1000000000000014,66693047598.0,59,212400,1.41656033098152e+16
Cornwall,14870,2024-01-03,11:00,2024-01-03 11:00:00,0.399,261000.0,Long Sault Dam,14805,2024-01-03,11:00,0.59,73.09,46.99,26.1,1.1000000000000014,66693047598.0,60,216000,1.4405698281168e+16
Cornwall,14870,2024-01-03,12:00,2024-01-03 12:00:00,0.395,261000.0,Long Sault Dam,14805,2024-01-03,12:00,0.58,73.08,46.98,26.1,1.1000000000000014,66693047598.0,61,219600,1.46457932525208e+16
Cornwall,14870,2024-01-03,13:00,2024-01-03 13:00:00,0.399,261000.0,Long Sault Dam,14805,2024-01-03,13:00,0.58,73.08,46.98,26.1,1.1000000000000014,66693047598.0,62,223200,1.48858882238736e+16
Cornwall,14870,2024-01-03,14:00,2024-01-03 14:00:00,0.401,261000.0,Long Sault Dam,14805,2024-01-03,14:00,0.57,73.07,46.97,26.099999999999994,1.0999999999999943,66693047597.999985,63,226800,1.5125983195226396e+16
Cornwall,14870,2024-01-03,15:00,2024-01-03 15:00:00,0.415,261000.0,Long Sault Dam,14805,2024-01-03,15:00,0.56,73.06,46.96,26.1,1.1000000000000014,66693047598.0,64,230400,1.53660781665792e+16
Cornwall,14870,2024-01-03,16:00,2024-01-03 16:00:00,0.427,261000.0,Long Sault Dam,14805,2024-01-03,16:00,0.57,73.07,46.97,26.099999999999994,1.0999999999999943,66693047597.999985,65,234000,1.5606173137931996e+16
Cornwall,14870,2024-01-03,17:00,2024-01-03 17:00:00,0.433,261000.0,Long Sault Dam,14805,2024-01-03,17:00,0.55,73.05,46.949999999999996,26.1,1.1000000000000014,66693047598.0,66,237600,1.58462681092848e+16
Cornwall,14870,2024-01-03,18:00,2024-01-03 18:00:00,0.434,261000.0,Long Sault Dam,14805,2024-01-03,18:00,0.55,73.05,46.949999999999996,26.1,1.1000000000000014,66693047598.0,67,241200,1.60863630806376e+16
Cornwall,14870,2024-01-03,19:00,2024-01-03 19:00:00,0.438,261000.0,Long Sault Dam,14805,2024-01-03,19:00,0.54,73.04,46.94,26.10000000000001,1.1000000000000085,66693047598.00002,68,244800,1.6326458051990406e+16
Cornwall,14870,2024-01-03,20:00,2024-01-03 20:00:00,0.434,261000.0,Long Sault Dam,14805,2024-01-03,20:00,0.54,73.04,46.94,26.10000000000001,1.1000000000000085,66693047598.00002,69,248400,1.6566553023343206e+16
Cornwall,14870,2024-01-03,21:00,2024-01-03 21:00:00,0.434,261000.0,Long Sault Dam,14805,2024-01-03,21:00,0.54,73.04,46.94,26.10000000000001,1.1000000000000085,66693047598.00002,70,252000,1.6806647994696006e+16
Cornwall,14870,2024-01-03,22:00,2024-01-03 22:00:00,0.44,261000.0,Long Sault Dam,14805,2024-01-03,22:00,0.54,73.04,46.94,26.10000000000001,1.1000000000000085,66693047598.00002,71,255600,1.7046742966048806e+16
Cornwall,14870,2024-01-03,23:00,2024-01-03 23:00:00,0.436,261000.0,Long Sault Dam,14805,2024-01-03,23:00,0.54,73.04,46.94,26.10000000000001,1.1000000000000085,66693047598.00002,72,259200,1.7286837937401606e+16
Cornwall,14870,2024-01-04,00:00,2024-01-04 00:00:00,0.432,261000.0,Long Sault Dam,14805,2024-01-04,00:00,0.56,73.06,46.96,26.1,1.1000000000000014,66693047598.0,73,262800,1.75269329087544e+16
Cornwall,14870,2024-01-04,01:00,2024-01-04 01:00:00,0.411,261000.0,Long Sault Dam,14805,2024-01-04,01:00,0.56,73.06,46.96,26.1,1.1000000000000014,66693047598.0,74,266400,1.77670278801072e+16
Cornwall,14870,2024-01-04,02:00,2024-01-04 02:00:00,0.404,261000.0,Long Sault Dam,14805,2024-01-04,02:00,0.58,73.08,46.98,26.1,1.1000000000000014,66693047598.0,75,270000,1.800712285146e+16
Cornwall,14870,2024-01-04,03:00,2024-01-04 03:00:00,0.399,261000.0,Long Sault Dam,14805,2024-01-04,03:00,0.59,73.09,46.99,26.1,1.1000000000000014,66693047598.0,76,273600,1.82472178228128e+16
Cornwall,14870,2024-01-04,04:00,2024-01-04 04:00:00,0.394,261000.0,Long Sault Dam,14805,2024-01-04,04:00,0.6,73.1,47.0,26.099999999999994,1.0999999999999943,66693047597.999985,77,277200,1.8487312794165596e+16
Cornwall,14870,2024-01-04,05:00,2024-01-04 05:00:00,0.387,261000.0,Long Sault Dam,14805,2024-01-04,05:00,0.62,73.12,47.019999999999996,26.10000000000001,1.1000000000000085,66693047598.00002,78,280800,1.872740776551841e+16
Cornwall,14870,2024-01-04,06:00,2024-01-04 06:00:00,0.39,261000.0,Long Sault Dam,14805,2024-01-04,06:00,0.61,73.11,47.01,26.1,1.1000000000000014,66693047598.0,79,284400,1.89675027368712e+16
Cornwall,14870,2024-01-04,07:00,2024-01-04 07:00:00,0.4,261000.0,Long Sault Dam,14805,2024-01-04,07:00,0.59,73.09,46.99,26.1,1.1000000000000014,66693047598.0,80,288000,1.9207597708224e+16
Cornwall,14870,2024-01-04,08:00,2024-01-04 08:00:00,0.411,261000.0,Long Sault Dam,14805,2024-01-04,08:00,0.56,73.06,46.96,26.1,1.1000000000000014,66693047598.0,81,291600,1.94476926795768e+16
Cornwall,14870,2024-01-04,09:00,2024-01-04 09:00:00,0.424,261000.0,Long Sault Dam,14805,2024-01-04,09:00,0.55,73.05,46.949999999999996,26.1,1.1000000000000014,66693047598.0,82,295200,1.96877876509296e+16
Cornwall,14870,2024-01-04,10:00,2024-01-04 10:00:00,0.423,261000.0,Long Sault Dam,14805,2024-01-04,10:00,0.52,73.02,46.92,26.099999999999994,1.0999999999999943,66693047597.999985,83,298800,1.9927882622282396e+16
Cornwall,14870,2024-01-04,11:00,2024-01-04 11:00:00,0.43,261000.0,Long Sault Dam,14805,2024-01-04,11:00,0.5,73.0,46.9,26.1,1.1000000000000014,66693047598.0,84,302400,2.01679775936352e+16
Cornwall,14870,2024-01-04,12:00,2024-01-04 12:00:00,0.428,261000.0,Long Sault Dam,14805,2024-01-04,12:00,0.49,72.99,46.89,26.099999999999994,1.0999999999999943,66693047597.999985,85,306000,2.0408072564987996e+16
Cornwall,14870,2024-01-04,13:00,2024-01-04 13:00:00,0.417,261000.0,Long Sault Dam,14805,2024-01-04,13:00,0.49,72.99,46.89,26.099999999999994,1.0999999999999943,66693047597.999985,86,309600,2.0648167536340796e+16
Cornwall,14870,2024-01-04,14:00,2024-01-04 14:00:00,0.39,261000.0,Long Sault Dam,14805,2024-01-04,14:00,0.5,73.0,46.9,26.1,1.1000000000000014,66693047598.0,87,313200,2.08882625076936e+16
Cornwall,14870,2024-01-04,15:00,2024-01-04 15:00:00,0.382,261000.0,Long Sault Dam,14805,2024-01-04,15:00,0.5,73.0,46.9,26.1,1.1000000000000014,66693047598.0,88,316800,2.11283574790464e+16
Cornwall,14870,2024-01-04,16:00,2024-01-04 16:00:00,0.385,261000.0,Long Sault Dam,14805,2024-01-04,16:00,0.49,72.99,46.89,26.099999999999994,1.0999999999999943,66693047597.999985,89,320400,2.1368452450399196e+16
Cornwall,14870,2024-01-04,17:00,2024-01-04 17:00:00,0.407,261000.0,Long Sault Dam,14805,2024-01-04,17:00,0.48,72.98,46.879999999999995,26.10000000000001,1.1000000000000085,66693047598.00002,90,324000,2.160854742175201e+16
Cornwall,14870,2024-01-04,18:00,2024-01-04 18:00:00,0.433,261000.0,Long Sault Dam,14805,2024-01-04,18:00,0.47,72.97,46.87,26.1,1.1000000000000014,66693047598.0,91,327600,2.18486423931048e+16
Cornwall,14870,2024-01-04,19:00,2024-01-04 19:00:00,0.439,261000.0,Long Sault Dam,14805,2024-01-04,19:00,0.45,72.95,46.85,26.1,1.1000000000000014,66693047598.0,92,331200,2.20887373644576e+16
Cornwall,14870,2024-01-04,20:00,2024-01-04 20:00:00,0.443,261000.0,Long Sault Dam,14805,2024-01-04,20:00,0.44,72.94,46.839999999999996,26.1,1.1000000000000014,66693047598.0,93,334800,2.23288323358104e+16
Cornwall,14870,2024-01-04,21:00,2024-01-04 21:00:00,0.443,261000.0,Long Sault Dam,14805,2024-01-04,21:00,0.42,72.92,46.82,26.1,1.1000000000000014,66693047598.0,94,338400,2.25689273071632e+16
Cornwall,14870,2024-01-04,22:00,2024-01-04 22:00:00,0.442,261000.0,Long Sault Dam,14805,2024-01-04,22:00,0.39,72.89,46.79,26.1,1.1000000000000014,66693047598.0,95,342000,2.2809022278516e+16
Cornwall,14870,2024-01-04,23:00,2024-01-04 23:00:00,0.447,261000.0,Long Sault Dam,14805,2024-01-04,23:00,0.4,72.9,46.8,26.10000000000001,1.1000000000000085,66693047598.00002,96,345600,2.304911724986881e+16
Cornwall,14870,2024-01-05,00:00,2024-01-05 00:00:00,0.438,261000.0,Long Sault Dam,14805,2024-01-05,00:00,0.43,72.93,46.83,26.10000000000001,1.1000000000000085,66693047598.00002,97,349200,2.328921222122161e+16
Cornwall,14870,2024-01-05,01:00,2024-01-05 01:00:00,0.398,261000.0,Long Sault Dam,14805,2024-01-05,01:00,0.43,72.93,46.83,26.10000000000001,1.1000000000000085,66693047598.00002,98,352800,2.352930719257441e+16
Cornwall,14870,2024-01-05,02:00,2024-01-05 02:00:00,0.406,261000.0,Long Sault Dam,14805,2024-01-05,02:00,0.45,72.95,46.85,26.1,1.1000000000000014,66693047598.0,99,356400,2.37694021639272e+16
Cornwall,14870,2024-01-05,03:00,2024-01-05 03:00:00,0.403,261000.0,Long Sault Dam,14805,2024-01-05,03:00,0.45,72.95,46.85,26.1,1.1000000000000014,66693047598.0,100,360000,2.400949713528e+16
Cornwall,14870,2024-01-05,04:00,2024-01-05 04:00:00,0.403,261000.0,Long Sault Dam,14805,2024-01-05,04:00,0.46,72.96,46.86,26.099999999999994,1.0999999999999943,66693047597.999985,101,363600,2.4249592106632796e+16
Cornwall,14870,2024-01-05,05:00,2024-01-05 05:00:00,0.397,261000.0,Long Sault Dam,14805,2024-01-05,05:00,0.46,72.96,46.86,26.099999999999994,1.0999999999999943,66693047597.999985,102,367200,2.4489687077985596e+16
Cornwall,14870,2024-01-05,06:00,2024-01-05 06:00:00,0.391,261000.0,Long Sault Dam,14805,2024-01-05,06:00,0.46,72.96,46.86,26.099999999999994,1.0999999999999943,66693047597.999985,103,370800,2.4729782049338396e+16
Cornwall,14870,2024-01-05,07:00,2024-01-05 07:00:00,0.4,261000.0,Long Sault Dam,14805,2024-01-05,07:00,0.44,72.94,46.839999999999996,26.1,1.1000000000000014,66693047598.0,104,374400,2.49698770206912e+16
Cornwall,14870,2024-01-05,08:00,2024-01-05 08:00:00,0.419,261000.0,Long Sault Dam,14805,2024-01-05,08:00,0.43,72.93,46.83,26.10000000000001,1.1000000000000085,66693047598.00002,105,378000,2.520997199204401e+16
Cornwall,14870,2024-01-05,09:00,2024-01-05 09:00:00,0.427,261000.0,Long Sault Dam,14805,2024-01-05,09:00,0.41,72.91,46.809999999999995,26.1,1.1000000000000014,66693047598.0,106,381600,2.54500669633968e+16
Cornwall,14870,2024-01-05,10:00,2024-01-05 10:00:00,0.424,261000.0,Long Sault Dam,14805,2024-01-05,10:00,0.4,72.9,46.8,26.10000000000001,1.1000000000000085,66693047598.00002,107,385200,2.569016193474961e+16
Cornwall,14870,2024-01-05,11:00,2024-01-05 11:00:00,0.429,261000.0,Long Sault Dam,14805,2024-01-05,11:00,0.4,72.9,46.8,26.10000000000001,1.1000000000000085,66693047598.00002,108,388800,2.593025690610241e+16
Cornwall,14870,2024-01-05,12:00,2024-01-05 12:00:00,0.426,261000.0,Long Sault Dam,14805,2024-01-05,12:00,0.4,72.9,46.8,26.10000000000001,1.1000000000000085,66693047598.00002,109,392400,2.617035187745521e+16
Cornwall,14870,2024-01-05,13:00,2024-01-05 13:00:00,0.422,261000.0,Long Sault Dam,14805,2024-01-05,13:00,0.39,72.89,46.79,26.1,1.1000000000000014,66693047598.0,110,396000,2.6410446848808e+16
Cornwall,14870,2024-01-05,14:00,2024-01-05 14:00:00,0.417,261000.0,Long Sault Dam,14805,2024-01-05,14:00,0.39,72.89,46.79,26.1,1.1000000000000014,66693047598.0,111,399600,2.66505418201608e+16
Cornwall,14870,2024-01-05,15:00,2024-01-05 15:00:00,0.408,261000.0,Long Sault Dam,14805,2024-01-05,15:00,0.39,72.89,46.79,26.1,1.1000000000000014,66693047598.0,112,403200,2.68906367915136e+16
Cornwall,14870,2024-01-05,16:00,2024-01-05 16:00:00,0.402,261000.0,Long Sault Dam,14805,2024-01-05,16:00,0.39,72.89,46.79,26.1,1.1000000000000014,66693047598.0,113,406800,2.71307317628664e+16
Cornwall,14870,2024-01-05,17:00,2024-01-05 17:00:00,0.403,261000.0,Long Sault Dam,14805,2024-01-05,17:00,0.39,72.89,46.79,26.1,1.1000000000000014,66693047598.0,114,410400,2.73708267342192e+16
Cornwall,14870,2024-01-05,18:00,2024-01-05 18:00:00,0.398,261000.0,Long Sault Dam,14805,2024-01-05,18:00,0.4,72.9,46.8,26.10000000000001,1.1000000000000085,66693047598.00002,115,414000,2.761092170557201e+16
Cornwall,14870,2024-01-05,19:00,2024-01-05 19:00:00,0.377,261000.0,Long Sault Dam,14805,2024-01-05,19:00,0.44,72.94,46.839999999999996,26.1,1.1000000000000014,66693047598.0,116,417600,2.78510166769248e+16
Cornwall,14870,2024-01-05,20:00,2024-01-05 20:00:00,0.352,261000.0,Long Sault Dam,14805,2024-01-05,20:00,0.47,72.97,46.87,26.1,1.1000000000000014,66693047598.0,117,421200,2.80911116482776e+16
Cornwall,14870,2024-01-05,21:00,2024-01-05 21:00:00,0.334,261000.0,Long Sault Dam,14805,2024-01-05,21:00,0.48,72.98,46.879999999999995,26.10000000000001,1.1000000000000085,66693047598.00002,118,424800,2.833120661963041e+16
