Station Name,Station Code,Date,Time,DateTime,Water Level (meters) - Niveau d'eau (mètres),Discharge (cubic meters per second) - Débit (mètres cubes par seconde)
Cornwall,14870,2024-01-30,09:00,2024-01-30 09:00:00,0.428,268000.0
Cornwall,14870,2024-01-30,10:00,2024-01-30 10:00:00,0.429,268000.0
Cornwall,14870,2024-01-30,11:00,2024-01-30 11:00:00,0.433,268000.0
Cornwall,14870,2024-01-30,12:00,2024-01-30 12:00:00,0.438,268000.0
Cornwall,14870,2024-01-30,13:00,2024-01-30 13:00:00,0.441,268000.0
Cornwall,14870,2024-01-30,14:00,2024-01-30 14:00:00,0.448,268000.0
Cornwall,14870,2024-01-30,15:00,2024-01-30 15:00:00,0.447,268000.0
Cornwall,14870,2024-01-30,16:00,2024-01-30 16:00:00,0.45,268000.0
Cornwall,14870,2024-01-30,17:00,2024-01-30 17:00:00,0.452,268000.0
Cornwall,14870,2024-01-30,18:00,2024-01-30 18:00:00,0.458,268000.0
Cornwall,14870,2024-01-30,19:00,2024-01-30 19:00:00,0.45,268000.0
Cornwall,14870,2024-01-30,20:00,2024-01-30 20:00:00,0.449,268000.0
Cornwall,14870,2024-01-30,21:00,2024-01-30 21:00:00,0.436,268000.0
Cornwall,14870,2024-01-30,22:00,2024-01-30 22:00:00,0.425,268000.0
Cornwall,14870,2024-01-30,23:00,2024-01-30 23:00:00,0.414,268000.0
Cornwall,14870,2024-01-31,00:00,2024-01-31 00:00:00,0.408,268000.0
Cornwall,14870,2024-01-31,01:00,2024-01-31 01:00:00,0.405,268000.0
Cornwall,14870,2024-01-31,02:00,2024-01-31 02:00:00,0.409,268000.0
Cornwall,14870,2024-01-31,03:00,2024-01-31 03:00:00,0.41,268000.0
Cornwall,14870,2024-01-31,04:00,2024-01-31 04:00:00,0.408,268000.0
Cornwall,14870,2024-01-31,05:00,2024-01-31 05:00:00,0.408,268000.0
Cornwall,14870,2024-01-31,06:00,2024-01-31 06:00:00,0.404,268000.0
Cornwall,14870,2024-01-31,07:00,2024-01-31 07:00:00,0.4,268000.0
Cornwall,14870,2024-01-31,08:00,2024-01-31 08:00:00,0.395,268000.0
Cornwall,14870,2024-01-31,09:00,2024-01-31 09:00:00,0.392,268000.0
Cornwall,14870,2024-01-31,10:00,2024-01-31 10:00:00,0.388,268000.0
Cornwall,14870,2024-01-31,11:00,2024-01-31 11:00:00,0.381,268000.0
Cornwall,14870,2024-01-31,12:00,2024-01-31 12:00:00,0.373,268000.0
Cornwall,14870,2024-01-31,13:00,2024-01-31 13:00:00,0.372,268000.0
Cornwall,14870,2024-01-31,14:00,2024-01-31 14:00:00,0.371,268000.0
Cornwall,14870,2024-01-31,15:00,2024-01-31 15:00:00,0.369,268000.0
Cornwall,14870,2024-01-31,16:00,2024-01-31 16:00:00,0.366,268000.0
Cornwall,14870,2024-01-31,17:00,2024-01-31 17:00:00,0.365,268000.0
Cornwall,14870,2024-01-31,18:00,2024-01-31 18:00:00,0.366,268000.0
Cornwall,14870,2024-01-31,19:00,2024-01-31 19:00:00,0.365,268000.0
Cornwall,14870,2024-01-31,20:00,2024-01-31 20:00:00,0.36,268000.0
Cornwall,14870,2024-01-31,21:00,2024-01-31 21:00:00,0.358,268000.0
Cornwall,14870,2024-01-31,22:00,2024-01-31 22:00:00,0.353,268000.0
Cornwall,14870,2024-01-31,23:00,2024-01-31 23:00:00,0.354,268000.0
Cornwall,14870,2024-02-01,00:00,2024-02-01 00:00:00,0.35,268000.0
Cornwall,14870,2024-02-01,01:00,2024-02-01 01:00:00,0.345,268000.0
Cornwall,14870,2024-02-01,02:00,2024-02-01 02:00:00,0.343,268000.0
Cornwall,14870,2024-02-01,03:00,2024-02-01 03:00:00,0.344,268000.0
Cornwall,14870,2024-02-01,04:00,2024-02-01 04:00:00,0.338,268000.0
Cornwall,14870,2024-02-01,05:00,2024-02-01 05:00:00,0.329,268000.0
Cornwall,14870,2024-02-01,06:00,2024-02-01 06:00:00,0.33,268000.0
Cornwall,14870,2024-02-01,07:00,2024-02-01 07:00:00,0.334,268000.0
Cornwall,14870,2024-02-01,08:00,2024-02-01 08:00:00,0.339,268000.0
Cornwall,14870,2024-02-01,09:00,2024-02-01 09:00:00,0.338,268000.0
Cornwall,14870,2024-02-01,10:00,2024-02-01 10:00:00,0.336,268000.0
Cornwall,14870,2024-02-01,11:00,2024-02-01 11:00:00,0.335,268000.0
Cornwall,14870,2024-02-01,12:00,2024-02-01 12:00:00,0.341,268000.0
Cornwall,14870,2024-02-01,13:00,2024-02-01 13:00:00,0.343,268000.0
Cornwall,14870,2024-02-01,14:00,2024-02-01 14:00:00,0.346,268000.0
Cornwall,14870,2024-02-01,15:00,2024-02-01 15:00:00,0.347,268000.0
Cornwall,14870,2024-02-01,16:00,2024-02-01 16:00:00,0.351,268000.0
Cornwall,14870,2024-02-01,17:00,2024-02-01 17:00:00,0.354,268000.0
Cornwall,14870,2024-02-01,18:00,2024-02-01 18:00:00,0.356,268000.0
Cornwall,14870,2024-02-01,19:00,2024-02-01 19:00:00,0.354,268000.0
Cornwall,14870,2024-02-01,20:00,2024-02-01 20:00:00,0.354,268000.0
Cornwall,14870,2024-02-01,21:00,2024-02-01 21:00:00,0.355,268000.0
Cornwall,14870,2024-02-01,22:00,2024-02-01 22:00:00,0.357,268000.0
Cornwall,14870,2024-02-01,23:00,2024-02-01 23:00:00,0.361,268000.0
Cornwall,14870,2024-02-02,00:00,2024-02-02 00:00:00,0.36,268000.0
Cornwall,14870,2024-02-02,01:00,2024-02-02 01:00:00,0.36,268000.0
Cornwall,14870,2024-02-02,02:00,2024-02-02 02:00:00,0.362,268000.0
Cornwall,14870,2024-02-02,03:00,2024-02-02 03:00:00,0.362,268000.0
Cornwall,14870,2024-02-02,04:00,2024-02-02 04:00:00,0.362,268000.0
Cornwall,14870,2024-02-02,05:00,2024-02-02 05:00:00,0.364,268000.0
Cornwall,14870,2024-02-02,06:00,2024-02-02 06:00:00,0.366,268000.0
Cornwall,14870,2024-02-02,07:00,2024-02-02 07:00:00,0.37,268000.0
Cornwall,14870,2024-02-02,08:00,2024-02-02 08:00:00,0.378,268000.0
Cornwall,14870,2024-02-02,09:00,2024-02-02 09:00:00,0.382,268000.0
Cornwall,14870,2024-02-02,10:00,2024-02-02 10:00:00,0.397,268000.0
Cornwall,14870,2024-02-02,11:00,2024-02-02 11:00:00,0.391,268000.0
Cornwall,14870,2024-02-02,12:00,2024-02-02 12:00:00,0.389,268000.0
Cornwall,14870,2024-02-02,13:00,2024-02-02 13:00:00,0.386,268000.0
Cornwall,14870,2024-02-02,14:00,2024-02-02 14:00:00,0.382,268000.0
Cornwall,14870,2024-02-02,15:00,2024-02-02 15:00:00,0.376,268000.0
Cornwall,14870,2024-02-02,16:00,2024-02-02 16:00:00,0.381,268000.0
Cornwall,14870,2024-02-02,17:00,2024-02-02 17:00:00,0.386,268000.0
Cornwall,14870,2024-02-02,18:00,2024-02-02 18:00:00,0.384,268000.0
Cornwall,14870,2024-02-02,19:00,2024-02-02 19:00:00,0.389,268000.0
Cornwall,14870,2024-02-02,20:00,2024-02-02 20:00:00,0.388,268000.0
Cornwall,14870,2024-02-02,21:00,2024-02-02 21:00:00,0.386,268000.0
Cornwall,14870,2024-02-02,22:00,2024-02-02 22:00:00,0.387,268000.0
Cornwall,14870,2024-02-02,23:00,2024-02-02 23:00:00,0.385,268000.0
Cornwall,14870,2024-02-03,00:00,2024-02-03 00:00:00,0.382,275000.0
Cornwall,14870,2024-02-03,01:00,2024-02-03 01:00:00,0.389,275000.0
Cornwall,14870,2024-02-03,02:00,2024-02-03 02:00:00,0.389,275000.0
Cornwall,14870,2024-02-03,03:00,2024-02-03 03:00:00,0.387,275000.0
Cornwall,14870,2024-02-03,04:00,2024-02-03 04:00:00,0.388,275000.0
Cornwall,14870,2024-02-03,05:00,2024-02-03 05:00:00,0.388,275000.0
Cornwall,14870,2024-02-03,06:00,2024-02-03 06:00:00,0.392,275000.0
Cornwall,14870,2024-02-03,07:00,2024-02-03 07:00:00,0.396,275000.0
Cornwall,14870,2024-02-03,08:00,2024-02-03 08:00:00,0.393,275000.0
Cornwall,14870,2024-02-03,09:00,2024-02-03 09:00:00,0.395,275000.0
Cornwall,14870,2024-02-03,10:00,2024-02-03 10:00:00,0.391,275000.0
Cornwall,14870,2024-02-03,11:00,2024-02-03 11:00:00,0.391,275000.0
Cornwall,14870,2024-02-03,12:00,2024-02-03 12:00:00,0.392,275000.0
Cornwall,14870,2024-02-03,13:00,2024-02-03 13:00:00,0.389,275000.0
Cornwall,14870,2024-02-03,14:00,2024-02-03 14:00:00,0.388,275000.0
Cornwall,14870,2024-02-03,15:00,2024-02-03 15:00:00,0.385,275000.0
Cornwall,14870,2024-02-03,16:00,2024-02-03 16:00:00,0.385,275000.0
Cornwall,14870,2024-02-03,17:00,2024-02-03 17:00:00,0.385,275000.0
Cornwall,14870,2024-02-03,18:00,2024-02-03 18:00:00,0.383,275000.0
Cornwall,14870,2024-02-03,19:00,2024-02-03 19:00:00,0.38,275000.0
Cornwall,14870,2024-02-03,20:00,2024-02-03 20:00:00,0.379,275000.0
Cornwall,14870,2024-02-03,21:00,2024-02-03 21:00:00,0.379,275000.0
Cornwall,14870,2024-02-03,22:00,2024-02-03 22:00:00,0.382,275000.0
Cornwall,14870,2024-02-03,23:00,2024-02-03 23:00:00,0.385,275000.0
Cornwall,14870,2024-02-04,00:00,2024-02-04 00:00:00,0.385,275000.0
Cornwall,14870,2024-02-04,01:00,2024-02-04 01:00:00,0.383,275000.0
Cornwall,14870,2024-02-04,02:00,2024-02-04 02:00:00,0.381,275000.0
Cornwall,14870,2024-02-04,03:00,2024-02-04 03:00:00,0.377,275000.0
Cornwall,14870,2024-02-04,04:00,2024-02-04 04:00:00,0.378,275000.0
Cornwall,14870,2024-02-04,05:00,2024-02-04 05:00:00,0.377,275000.0
Cornwall,14870,2024-02-04,06:00,2024-02-04 06:00:00,0.381,275000.0
Cornwall,14870,2024-02-04,07:00,2024-02-04 07:00:00,0.378,275000.0
Cornwall,14870,2024-02-04,08:00,2024-02-04 08:00:00,0.378,275000.0
Cornwall,14870,2024-02-04,09:00,2024-02-04 09:00:00,0.382,275000.0
Cornwall,14870,2024-02-04,10:00,2024-02-04 10:00:00,0.382,275000.0
Cornwall,14870,2024-02-04,11:00,2024-02-04 11:00:00,0.39,275000.0
Cornwall,14870,2024-02-04,12:00,2024-02-04 12:00:00,0.388,275000.0
Cornwall,14870,2024-02-04,13:00,2024-02-04 13:00:00,0.386,275000.0
Cornwall,14870,2024-02-04,14:00,2024-02-04 14:00:00,0.383,275000.0
Cornwall,14870,2024-02-04,15:00,2024-02-04 15:00:00,0.385,275000.0
Cornwall,14870,2024-02-04,16:00,2024-02-04 16:00:00,0.386,275000.0
Cornwall,14870,2024-02-04,17:00,2024-02-04 17:00:00,0.386,275000.0
Cornwall,14870,2024-02-04,18:00,2024-02-04 18:00:00,0.382,275000.0
Cornwall,14870,2024-02-04,19:00,2024-02-04 19:00:00,0.375,275000.0
Cornwall,14870,2024-02-04,20:00,2024-02-04 20:00:00,0.376,275000.0
Cornwall,14870,2024-02-04,21:00,2024-02-04 21:00:00,0.375,275000.0
Cornwall,14870,2024-02-04,22:00,2024-02-04 22:00:00,0.373,275000.0
Cornwall,14870,2024-02-04,23:00,2024-02-04 23:00:00,0.38,275000.0
Cornwall,14870,2024-02-05,00:00,2024-02-05 00:00:00,0.379,275000.0
Cornwall,14870,2024-02-05,01:00,2024-02-05 01:00:00,0.381,275000.0
Cornwall,14870,2024-02-05,02:00,2024-02-05 02:00:00,0.381,275000.0
Cornwall,14870,2024-02-05,03:00,2024-02-05 03:00:00,0.387,275000.0
Cornwall,14870,2024-02-05,04:00,2024-02-05 04:00:00,0.393,275000.0
Cornwall,14870,2024-02-05,05:00,2024-02-05 05:00:00,0.395,275000.0
Cornwall,14870,2024-02-05,06:00,2024-02-05 06:00:00,0.387,275000.0
Cornwall,14870,2024-02-05,07:00,2024-02-05 07:00:00,0.361,275000.0
Cornwall,14870,2024-02-05,08:00,2024-02-05 08:00:00,0.375,275000.0
Cornwall,14870,2024-02-05,09:00,2024-02-05 09:00:00,0.373,275000.0
Cornwall,14870,2024-02-05,10:00,2024-02-05 10:00:00,0.367,275000.0
Cornwall,14870,2024-02-05,11:00,2024-02-05 11:00:00,0.368,275000.0
Cornwall,14870,2024-02-05,12:00,2024-02-05 12:00:00,0.379,275000.0
Cornwall,14870,2024-02-05,13:00,2024-02-05 13:00:00,0.377,275000.0
Cornwall,14870,2024-02-05,14:00,2024-02-05 14:00:00,0.378,275000.0
Cornwall,14870,2024-02-05,15:00,2024-02-05 15:00:00,0.379,275000.0
Cornwall,14870,2024-02-05,16:00,2024-02-05 16:00:00,0.377,275000.0
Cornwall,14870,2024-02-05,17:00,2024-02-05 17:00:00,0.38,275000.0
Cornwall,14870,2024-02-05,18:00,2024-02-05 18:00:00,0.385,275000.0
Cornwall,14870,2024-02-05,19:00,2024-02-05 19:00:00,0.385,275000.0
Cornwall,14870,2024-02-05,20:00,2024-02-05 20:00:00,0.377,275000.0
Cornwall,14870,2024-02-05,21:00,2024-02-05 21:00:00,0.39,275000.0
Cornwall,14870,2024-02-05,22:00,2024-02-05 22:00:00,0.401,275000.0
Cornwall,14870,2024-02-05,23:00,2024-02-05 23:00:00,0.401,275000.0
Cornwall,14870,2024-02-06,00:00,2024-02-06 00:00:00,0.405,276000.0
Cornwall,14870,2024-02-06,01:00,2024-02-06 01:00:00,0.44,276000.0
Cornwall,14870,2024-02-06,02:00,2024-02-06 02:00:00,0.438,276000.0
Cornwall,14870,2024-02-06,03:00,2024-02-06 03:00:00,0.428,276000.0
Cornwall,14870,2024-02-06,04:00,2024-02-06 04:00:00,0.426,276000.0
Cornwall,14870,2024-02-06,05:00,2024-02-06 05:00:00,0.415,276000.0
Cornwall,14870,2024-02-06,06:00,2024-02-06 06:00:00,0.405,276000.0
Cornwall,14870,2024-02-06,07:00,2024-02-06 07:00:00,0.403,276000.0
Cornwall,14870,2024-02-06,08:00,2024-02-06 08:00:00,0.401,276000.0
Cornwall,14870,2024-02-06,09:00,2024-02-06 09:00:00,0.39,276000.0
Cornwall,14870,2024-02-06,10:00,2024-02-06 10:00:00,0.388,276000.0
Cornwall,14870,2024-02-06,11:00,2024-02-06 11:00:00,0.388,276000.0
Cornwall,14870,2024-02-06,12:00,2024-02-06 12:00:00,0.391,276000.0
Cornwall,14870,2024-02-06,13:00,2024-02-06 13:00:00,0.389,276000.0
Cornwall,14870,2024-02-06,14:00,2024-02-06 14:00:00,0.389,276000.0
Cornwall,14870,2024-02-06,15:00,2024-02-06 15:00:00,0.387,276000.0
Cornwall,14870,2024-02-06,16:00,2024-02-06 16:00:00,0.384,276000.0
Cornwall,14870,2024-02-06,17:00,2024-02-06 17:00:00,0.379,276000.0
Cornwall,14870,2024-02-06,18:00,2024-02-06 18:00:00,0.379,276000.0
Cornwall,14870,2024-02-06,19:00,2024-02-06 19:00:00,0.375,276000.0
Cornwall,14870,2024-02-06,20:00,2024-02-06 20:00:00,0.372,276000.0
Cornwall,14870,2024-02-06,21:00,2024-02-06 21:00:00,0.37,276000.0
Cornwall,14870,2024-02-06,22:00,2024-02-06 22:00:00,0.371,276000.0
Cornwall,14870,2024-02-06,23:00,2024-02-06 23:00:00,0.375,276000.0
Cornwall,14870,2024-02-07,00:00,2024-02-07 00:00:00,0.373,275000.0
Cornwall,14870,2024-02-07,01:00,2024-02-07 01:00:00,0.369,275000.0
Cornwall,14870,2024-02-07,02:00,2024-02-07 02:00:00,0.365,275000.0
Cornwall,14870,2024-02-07,03:00,2024-02-07 03:00:00,0.365,275000.0
Cornwall,14870,2024-02-07,04:00,2024-02-07 04:00:00,0.363,275000.0
Cornwall,14870,2024-02-07,05:00,2024-02-07 05:00:00,0.364,275000.0
Cornwall,14870,2024-02-07,06:00,2024-02-07 06:00:00,0.359,275000.0
Cornwall,14870,2024-02-07,07:00,2024-02-07 07:00:00,0.358,275000.0
Cornwall,14870,2024-02-07,08:00,2024-02-07 08:00:00,0.358,275000.0
Cornwall,14870,2024-02-07,09:00,2024-02-07 09:00:00,0.354,275000.0
Cornwall,14870,2024-02-07,10:00,2024-02-07 10:00:00,0.357,275000.0
Cornwall,14870,2024-02-07,11:00,2024-02-07 11:00:00,0.354,275000.0
Cornwall,14870,2024-02-07,12:00,2024-02-07 12:00:00,0.355,275000.0
Cornwall,14870,2024-02-07,13:00,2024-02-07 13:00:00,0.354,275000.0
Cornwall,14870,2024-02-07,14:00,2024-02-07 14:00:00,0.352,275000.0
Cornwall,14870,2024-02-07,15:00,2024-02-07 15:00:00,0.353,275000.0
Cornwall,14870,2024-02-07,16:00,2024-02-07 16:00:00,0.355,275000.0
Cornwall,14870,2024-02-07,17:00,2024-02-07 17:00:00,0.355,275000.0
Cornwall,14870,2024-02-07,18:00,2024-02-07 18:00:00,0.354,275000.0
Cornwall,14870,2024-02-07,19:00,2024-02-07 19:00:00,0.345,275000.0
Cornwall,14870,2024-02-07,20:00,2024-02-07 20:00:00,0.343,275000.0
Cornwall,14870,2024-02-07,21:00,2024-02-07 21:00:00,0.343,275000.0
Cornwall,14870,2024-02-07,22:00,2024-02-07 22:00:00,0.339,275000.0
Cornwall,14870,2024-02-07,23:00,2024-02-07 23:00:00,0.343,275000.0
Cornwall,14870,2024-02-08,00:00,2024-02-08 00:00:00,0.347,275000.0
Cornwall,14870,2024-02-08,01:00,2024-02-08 01:00:00,0.348,275000.0
Cornwall,14870,2024-02-08,02:00,2024-02-08 02:00:00,0.351,275000.0
Cornwall,14870,2024-02-08,03:00,2024-02-08 03:00:00,0.351,275000.0
Cornwall,14870,2024-02-08,04:00,2024-02-08 04:00:00,0.355,275000.0
Cornwall,14870,2024-02-08,05:00,2024-02-08 05:00:00,0.355,275000.0
Cornwall,14870,2024-02-08,06:00,2024-02-08 06:00:00,0.356,275000.0
Cornwall,14870,2024-02-08,07:00,2024-02-08 07:00:00,0.356,275000.0
Cornwall,14870,2024-02-08,08:00,2024-02-08 08:00:00,0.358,275000.0
Cornwall,14870,2024-02-08,09:00,2024-02-08 09:00:00,0.36,275000.0
Cornwall,14870,2024-02-08,10:00,2024-02-08 10:00:00,0.369,275000.0
Cornwall,14870,2024-02-08,11:00,2024-02-08 11:00:00,0.37,275000.0
Cornwall,14870,2024-02-08,12:00,2024-02-08 12:00:00,0.375,275000.0
Cornwall,14870,2024-02-08,13:00,2024-02-08 13:00:00,0.381,275000.0
Cornwall,14870,2024-02-08,14:00,2024-02-08 14:00:00,0.384,275000.0
Cornwall,14870,2024-02-08,15:00,2024-02-08 15:00:00,0.387,275000.0
Cornwall,14870,2024-02-08,16:00,2024-02-08 16:00:00,0.388,275000.0
Cornwall,14870,2024-02-08,17:00,2024-02-08 17:00:00,0.388,275000.0
Cornwall,14870,2024-02-08,18:00,2024-02-08 18:00:00,0.394,275000.0
Cornwall,14870,2024-02-08,19:00,2024-02-08 19:00:00,0.395,275000.0
Cornwall,14870,2024-02-08,20:00,2024-02-08 20:00:00,0.395,275000.0
Cornwall,14870,2024-02-08,21:00,2024-02-08 21:00:00,0.393,275000.0
Cornwall,14870,2024-02-08,22:00,2024-02-08 22:00:00,0.392,275000.0
Cornwall,14870,2024-02-08,23:00,2024-02-08 23:00:00,0.388,275000.0
Cornwall,14870,2024-02-09,00:00,2024-02-09 00:00:00,0.384,275000.0
Cornwall,14870,2024-02-09,01:00,2024-02-09 01:00:00,0.387,275000.0
Cornwall,14870,2024-02-09,02:00,2024-02-09 02:00:00,0.392,275000.0
Cornwall,14870,2024-02-09,03:00,2024-02-09 03:00:00,0.389,275000.0
Cornwall,14870,2024-02-09,04:00,2024-02-09 04:00:00,0.382,275000.0
Cornwall,14870,2024-02-09,05:00,2024-02-09 05:00:00,0.384,275000.0
Cornwall,14870,2024-02-09,06:00,2024-02-09 06:00:00,0.379,275000.0
Cornwall,14870,2024-02-09,07:00,2024-02-09 07:00:00,0.378,275000.0
Cornwall,14870,2024-02-09,08:00,2024-02-09 08:00:00,0.373,275000.0
Cornwall,14870,2024-02-09,09:00,2024-02-09 09:00:00,0.371,275000.0
Cornwall,14870,2024-02-09,10:00,2024-02-09 10:00:00,0.37,275000.0
Cornwall,14870,2024-02-09,11:00,2024-02-09 11:00:00,0.372,275000.0
Cornwall,14870,2024-02-09,12:00,2024-02-09 12:00:00,0.373,275000.0
Cornwall,14870,2024-02-09,13:00,2024-02-09 13:00:00,0.37,275000.0
Cornwall,14870,2024-02-09,14:00,2024-02-09 14:00:00,0.373,275000.0
Cornwall,14870,2024-02-09,15:00,2024-02-09 15:00:00,0.374,275000.0
Cornwall,14870,2024-02-09,16:00,2024-02-09 16:00:00,0.385,275000.0
Cornwall,14870,2024-02-09,17:00,2024-02-09 17:00:00,0.375,275000.0
Cornwall,14870,2024-02-09,18:00,2024-02-09 18:00:00,0.372,275000.0
Cornwall,14870,2024-02-09,19:00,2024-02-09 19:00:00,0.367,275000.0
Cornwall,14870,2024-02-09,20:00,2024-02-09 20:00:00,0.363,275000.0
Cornwall,14870,2024-02-09,21:00,2024-02-09 21:00:00,0.362,275000.0
Cornwall,14870,2024-02-09,22:00,2024-02-09 22:00:00,0.364,275000.0
Cornwall,14870,2024-02-09,23:00,2024-02-09 23:00:00,0.363,275000.0
Cornwall,14870,2024-02-10,00:00,2024-02-10 00:00:00,0.365,276000.0
Cornwall,14870,2024-02-10,01:00,2024-02-10 01:00:00,0.37,276000.0
Cornwall,14870,2024-02-10,02:00,2024-02-10 02:00:00,0.372,276000.0
Cornwall,14870,2024-02-10,03:00,2024-02-10 03:00:00,0.375,276000.0
Cornwall,14870,2024-02-10,04:00,2024-02-10 04:00:00,0.376,276000.0
Cornwall,14870,2024-02-10,05:00,2024-02-10 05:00:00,0.371,276000.0
Cornwall,14870,2024-02-10,06:00,2024-02-10 06:00:00,0.345,276000.0
Cornwall,14870,2024-02-10,07:00,2024-02-10 07:00:00,0.346,276000.0
Cornwall,14870,2024-02-10,08:00,2024-02-10 08:00:00,0.357,276000.0
Cornwall,14870,2024-02-10,09:00,2024-02-10 09:00:00,0.365,276000.0
Cornwall,14870,2024-02-10,10:00,2024-02-10 10:00:00,0.363,276000.0
Cornwall,14870,2024-02-10,11:00,2024-02-10 11:00:00,0.359,276000.0
Cornwall,14870,2024-02-10,12:00,2024-02-10 12:00:00,0.363,276000.0
Cornwall,14870,2024-02-10,13:00,2024-02-10 13:00:00,0.368,276000.0
Cornwall,14870,2024-02-10,14:00,2024-02-10 14:00:00,0.367,276000.0
Cornwall,14870,2024-02-10,15:00,2024-02-10 15:00:00,0.373,276000.0
Cornwall,14870,2024-02-10,16:00,2024-02-10 16:00:00,0.373,276000.0
Cornwall,14870,2024-02-10,17:00,2024-02-10 17:00:00,0.378,276000.0
Cornwall,14870,2024-02-10,18:00,2024-02-10 18:00:00,0.378,276000.0
Cornwall,14870,2024-02-10,19:00,2024-02-10 19:00:00,0.373,276000.0
Cornwall,14870,2024-02-10,20:00,2024-02-10 20:00:00,0.372,276000.0
Cornwall,14870,2024-02-10,21:00,2024-02-10 21:00:00,0.366,276000.0
Cornwall,14870,2024-02-10,22:00,2024-02-10 22:00:00,0.366,276000.0
Cornwall,14870,2024-02-10,23:00,2024-02-10 23:00:00,0.361,276000.0
Cornwall,14870,2024-02-11,00:00,2024-02-11 00:00:00,0.365,276000.0
Cornwall,14870,2024-02-11,01:00,2024-02-11 01:00:00,0.364,276000.0
Cornwall,14870,2024-02-11,02:00,2024-02-11 02:00:00,0.365,276000.0
Cornwall,14870,2024-02-11,03:00,2024-02-11 03:00:00,0.368,276000.0
Cornwall,14870,2024-02-11,04:00,2024-02-11 04:00:00,0.371,276000.0
Cornwall,14870,2024-02-11,05:00,2024-02-11 05:00:00,0.38,276000.0
Cornwall,14870,2024-02-11,06:00,2024-02-11 06:00:00,0.381,276000.0
Cornwall,14870,2024-02-11,07:00,2024-02-11 07:00:00,0.381,276000.0
Cornwall,14870,2024-02-11,08:00,2024-02-11 08:00:00,0.385,276000.0
Cornwall,14870,2024-02-11,09:00,2024-02-11 09:00:00,0.382,276000.0
Cornwall,14870,2024-02-11,10:00,2024-02-11 10:00:00,0.376,276000.0
Cornwall,14870,2024-02-11,11:00,2024-02-11 11:00:00,0.371,276000.0
Cornwall,14870,2024-02-11,12:00,2024-02-11 12:00:00,0.368,276000.0
Cornwall,14870,2024-02-11,13:00,2024-02-11 13:00:00,0.377,276000.0
Cornwall,14870,2024-02-11,14:00,2024-02-11 14:00:00,0.379,276000.0
Cornwall,14870,2024-02-11,15:00,2024-02-11 15:00:00,0.385,276000.0
Cornwall,14870,2024-02-11,16:00,2024-02-11 16:00:00,0.391,276000.0
Cornwall,14870,2024-02-11,17:00,2024-02-11 17:00:00,0.401,276000.0
Cornwall,14870,2024-02-11,18:00,2024-02-11 18:00:00,0.406,276000.0
Cornwall,14870,2024-02-11,19:00,2024-02-11 19:00:00,0.411,276000.0
Cornwall,14870,2024-02-11,20:00,2024-02-11 20:00:00,0.411,276000.0
Cornwall,14870,2024-02-11,21:00,2024-02-11 21:00:00,0.415,276000.0
Cornwall,14870,2024-02-11,22:00,2024-02-11 22:00:00,0.411,276000.0
Cornwall,14870,2024-02-11,23:00,2024-02-11 23:00:00,0.409,276000.0
Cornwall,14870,2024-02-12,00:00,2024-02-12 00:00:00,0.403,276000.0
Cornwall,14870,2024-02-12,01:00,2024-02-12 01:00:00,0.403,276000.0
Cornwall,14870,2024-02-12,02:00,2024-02-12 02:00:00,0.406,276000.0
Cornwall,14870,2024-02-12,03:00,2024-02-12 03:00:00,0.411,276000.0
Cornwall,14870,2024-02-12,04:00,2024-02-12 04:00:00,0.408,276000.0
Cornwall,14870,2024-02-12,05:00,2024-02-12 05:00:00,0.409,276000.0
Cornwall,14870,2024-02-12,06:00,2024-02-12 06:00:00,0.41,276000.0
Cornwall,14870,2024-02-12,07:00,2024-02-12 07:00:00,0.412,276000.0
Cornwall,14870,2024-02-12,08:00,2024-02-12 08:00:00,0.409,276000.0
Cornwall,14870,2024-02-12,09:00,2024-02-12 09:00:00,0.405,276000.0
Cornwall,14870,2024-02-12,10:00,2024-02-12 10:00:00,0.409,276000.0
Cornwall,14870,2024-02-12,11:00,2024-02-12 11:00:00,0.405,276000.0
Cornwall,14870,2024-02-12,12:00,2024-02-12 12:00:00,0.411,276000.0
Cornwall,14870,2024-02-12,13:00,2024-02-12 13:00:00,0.408,276000.0
Cornwall,14870,2024-02-12,14:00,2024-02-12 14:00:00,0.406,276000.0
Cornwall,14870,2024-02-12,15:00,2024-02-12 15:00:00,0.408,276000.0
Cornwall,14870,2024-02-12,16:00,2024-02-12 16:00:00,0.409,276000.0
Cornwall,14870,2024-02-12,17:00,2024-02-12 17:00:00,0.409,276000.0
Cornwall,14870,2024-02-12,18:00,2024-02-12 18:00:00,0.413,276000.0
Cornwall,14870,2024-02-12,19:00,2024-02-12 19:00:00,0.42,276000.0
Cornwall,14870,2024-02-12,20:00,2024-02-12 20:00:00,0.417,276000.0
Cornwall,14870,2024-02-12,21:00,2024-02-12 21:00:00,0.409,276000.0
Cornwall,14870,2024-02-12,22:00,2024-02-12 22:00:00,0.405,276000.0
Cornwall,14870,2024-02-12,23:00,2024-02-12 23:00:00,0.408,276000.0
Cornwall,14870,2024-02-13,00:00,2024-02-13 00:00:00,0.403,276000.0
Cornwall,14870,2024-02-13,01:00,2024-02-13 01:00:00,0.402,276000.0
Cornwall,14870,2024-02-13,02:00,2024-02-13 02:00:00,0.403,276000.0
Cornwall,14870,2024-02-13,03:00,2024-02-13 03:00:00,0.403,276000.0
